Tool_Name,User_Query,Intent_Details
MEAL_CHECK_IN,i accidentally swallowed a fly does that count as protein,Chaotic weird
MEAL_CHECK_IN,i ate 14 ice cubes log my crunch intake,Troll
MEAL_CHECK_IN,log that i consumed the souls of my enemies and also a bagel,Edgy weird
MEAL_CHECK_IN,i ate nothing but regret for lunch,Emotional troll
MEAL_CHECK_IN,put down that i photosynthesized for breakfast,Biological troll
MEAL_CHECK_IN,i stared at a cake for 20 minutes log my visual calories,Absurd
MEAL_CHECK_IN,i ate a piece of paper that said 'food' on it,Literal troll
MEAL_CHECK_IN,log that i chewed gum for 6 hours and swallowed it,Gross weird
MEAL_CHECK_IN,i absorbed the energy of the universe for dinner,Spiritual troll
MEAL_CHECK_IN,put down that i bit my lip does that count as cannibalism,Morbid joke
MEAL_CHECK_IN,ate apple.,Short
MEAL_CHECK_IN,logged lunch.,Short
MEAL_CHECK_IN,skip dinner.,Short command
MEAL_CHECK_IN,had coffee.,Short
MEAL_CHECK_IN,food done.,Short lazy
MEAL_CHECK_IN,so i was at this party and there was a huge buffet and i totally blacked out and when i came to i was holding a plate with half a sausage a piece of cheese and what looked like a deviled egg so just guess the calories,Long chaotic
MEAL_CHECK_IN,i tried to eat the salad you told me to but it was so gross so i threw it away and made a grilled cheese with three kinds of cheese and dipped it in ketchup please forgive me and log it,Long guilty
MEAL_CHECK_IN,i am formally checking in to inform you that i have consumed exactly 12 almonds 1.5 cups of green tea and a singular grape because i am operating on a higher wavelength today,Long pretentious
MEAL_CHECK_IN,for lunch i had a turkey sandwich but i took off the top piece of bread and i scraped off the mayo and i only ate half the turkey so how do i even log this mess,Long specific
MEAL_CHECK_IN,i am so incredibly mad right now i dropped my entire lunch on the floor so log that i ate the floor dirt and air because that is all i get today,Long angry
MEAL_CHECK_IN,this tracker is so annoying just put down that i ate food,Angry frustrated
MEAL_CHECK_IN,i ate a burger okay stop nagging me,Angry defensive
MEAL_CHECK_IN,why do i have to log everything ugh i had a salad,Frustrated complaining
MEAL_CHECK_IN,just record the stupid dinner and leave me alone,Angry command
MEAL_CHECK_IN,i hate logging meals i had pizza deal with it,Frustrated rebellious
MEAL_CHECK_IN,ate 🍔🍟🥤 log it,Emoji based
MEAL_CHECK_IN,had 🥗 for lunch,Emoji based
MEAL_CHECK_IN,i ate exactly 132 grams of cooked white rice,Highly specific
MEAL_CHECK_IN,log half a serving of the chicken parmesan,Portion specific
MEAL_CHECK_IN,i had a handful of mixed nuts about 1/4 cup,Estimation
MEAL_CHECK_IN,log a venti iced caramel macchiato with oat milk and half sweet,Extremely specific drink
MEAL_CHECK_IN,i ate the lunch plan but substituted the broccoli for asparagus,Substitution log
MEAL_CHECK_IN,record 3 bites of my toddlers mac and cheese,Parent specific
MEAL_CHECK_IN,i had a tasting menu log 10 tiny mystery courses,Event specific
MEAL_CHECK_IN,log a protein bar it was 20g protein and 200 cals,Macro specific
MEAL_CHECK_IN,i drank 2 liters of water with my meal,Compound log
MEAL_CHECK_IN,log 3 slices of a 12 inch pepperoni pizza,Size specific
MEAL_CHECK_IN,i had a handful of gummy bears,Vague quantity
MEAL_CHECK_IN,record one tablespoon of olive oil used for cooking,Minutiae log
MEAL_CHECK_IN,i ate a meal that was roughly 40% carbs 30% fat 30% protein,Percentage log
MEAL_CHECK_IN,log a slice of birthday cake with heavy frosting,Contextual log
MEAL_CHECK_IN,i had a side salad with ranch dressing on the side but i dipped my fork in it,Micro specific
MEAL_CHECK_IN,log a midnight snack of peanut butter from the jar,Timing specific
MEAL_CHECK_IN,i ate the skin of a baked potato but not the inside,Weird portion
MEAL_CHECK_IN,record one communion wafer and a sip of wine,Religious log
MEAL_CHECK_IN,i had a free sample at costco a tiny piece of sausage,Micro log
MEAL_CHECK_IN,log a breath mint,Minutiae
MEAL_CHECK_IN,i ate half an apple and threw the rest at a bird,Chaotic portion
MEAL_CHECK_IN,log that i tasted the soup while cooking it,Micro log
MEAL_CHECK_IN,i accidentally swallowed some toothpaste,Weird accident
MEAL_CHECK_IN,record a crumb of bread that fell on my shirt,Absurd log
MEAL_CHECK_IN,i had a dream that i ate a huge buffet log 0 calories,Meta log
MEAL_CHECK_IN,log my tears as a salty beverage,Emotional troll
MEAL_CHECK_IN,i ate my pride for lunch,Idiom troll
MEAL_CHECK_IN,record that i absorbed the moonlight for energy,Spiritual troll
MEAL_CHECK_IN,i had a slice of humble pie,Idiom troll
MEAL_CHECK_IN,log that i swallowed my gum,Childhood fear log
MEAL_CHECK_IN,i ate a snowflake,Poetic troll
MEAL_CHECK_IN,record 5 minutes of inhaling bakery smells,Sensory log
MEAL_CHECK_IN,i consumed the latest episode of my favorite show for dinner,Metaphorical troll
MEAL_CHECK_IN,log that i ate words,Idiom troll
MEAL_CHECK_IN,i had a bite of a forbidden fruit,Dramatic troll
MEAL_RETRIEVER,what did i eat for dinner yesterday,Normal polite request
MEAL_RETRIEVER,show me my meal plan from last tuesday,Normal request
MEAL_RETRIEVER,what is on the menu for tomorrow,Normal forward query
MEAL_RETRIEVER,can you pull up the breakfast i had on january 5th,Normal specific date
MEAL_RETRIEVER,what did i eat the last time i went to that italian restaurant,Normal contextual
MEAL_RETRIEVER,show me the saved recipe for the chicken stir fry,Normal retrieval
MEAL_RETRIEVER,what was the high protein plan you gave me last week,Normal past reference
MEAL_RETRIEVER,retrieve my favorite meals list,Normal request
MEAL_RETRIEVER,what did i log for lunch two days ago,Normal log check
MEAL_RETRIEVER,show me my meal history for this month,Normal broad query
MEAL_RETRIEVER,what was that smoothie recipe i saved,Normal specific
MEAL_RETRIEVER,pull up the keto plan we made last month,Normal past plan
MEAL_RETRIEVER,what did i eat on my birthday last year,Normal event query
MEAL_RETRIEVER,show me the grocery list i generated yesterday,Normal related retrieval
MEAL_RETRIEVER,what was the snack i logged at 3pm today,Normal time specific
MEAL_RETRIEVER,bro what did i eat yesterday i forgot,Slang casual
MEAL_RETRIEVER,pull up the receipts what was my diet last week,Slang aggressive
MEAL_RETRIEVER,hit me with that saved pizza recipe,Slang command
MEAL_RETRIEVER,what was that bussin meal from friday,Slang internet
MEAL_RETRIEVER,run back the meal plan from yesterday,Slang sports/music
MEAL_RETRIEVER,fetch my food history rn,Slang urgent
MEAL_RETRIEVER,what did i smash for lunch on monday,Slang positive
MEAL_RETRIEVER,bring up my cheat day log from the weekend,Slang fitness
MEAL_RETRIEVER,what was that fire taco recipe i saved,Slang positive
MEAL_RETRIEVER,show me my past eats,Slang casual
MEAL_RETRIEVER,wht did i eat ystrday,Typo text speak
MEAL_RETRIEVER,show my past meels,Typo
MEAL_RETRIEVER,pull up the chiken recipe,Typo
MEAL_RETRIEVER,wat was on the menu 4 tmrw,Typo text speak
MEAL_RETRIEVER,retrve my favrit meals,Typo
MEAL_RETRIEVER,what did i log for lanch,Typo
MEAL_RETRIEVER,show meal histry,Typo
MEAL_RETRIEVER,wat was that smothie recipe,Typo
MEAL_RETRIEVER,pull up the keto plann,Typo
MEAL_RETRIEVER,what did i eet on my bday,Typo slang
MEAL_RETRIEVER,can you access my brain and tell me what i ate because i have amnesia,Chaotic weird
MEAL_RETRIEVER,show me the meal plan from the day the world ended,Dramatic troll
MEAL_RETRIEVER,what did i eat in my past life as a victorian orphan,Historical troll
MEAL_RETRIEVER,pull up the recipe for disaster that i made last night,Idiom troll
MEAL_RETRIEVER,show me the ghost of meals past,Poetic troll
MEAL_RETRIEVER,what did i eat that made me see sounds last tuesday,Synesthesia troll
MEAL_RETRIEVER,retrieve the forbidden knowledge of my late night snack habits,Edgy troll
MEAL_RETRIEVER,what was the meal i ate before i made that terrible life decision,Contextual chaotic
MEAL_RETRIEVER,show me a list of every time i have eaten a potato in my entire life,Absurd scale
MEAL_RETRIEVER,what did my dog eat yesterday wait wrong app,Accidental chaotic
MEAL_RETRIEVER,yesterday's food.,Short
MEAL_RETRIEVER,past meals.,Short
MEAL_RETRIEVER,show tuesday.,Short command
MEAL_RETRIEVER,what i ate.,Short lazy
MEAL_RETRIEVER,pull saved recipe.,Short command
MEAL_RETRIEVER,okay so i have this vague memory of eating something really amazing last week that had like chicken and a weird sauce and maybe some broccoli can you please search my entire history and figure out what it was,Long rambling
MEAL_RETRIEVER,i am trying to prove a point to my husband who says we eat pasta too much can you pull up my meal history for the last 6 months and count exactly how many times i logged pasta,Long specific argument
MEAL_RETRIEVER,i completely lost the meal plan you generated for me on monday and now it is wednesday and my life is falling apart because i dont know what to eat please find it and show it to me,Long panicked
MEAL_RETRIEVER,i need you to look at my meal history from last november when i was actually skinny and tell me exactly what i was eating every single day so i can copy it perfectly,Long obsessive
MEAL_RETRIEVER,why cant i ever find my saved meals in this stupid app just show me the lasagna recipe from three weeks ago before i lose my mind,Long frustrated
MEAL_RETRIEVER,this app is broken where did my saved meal go,Angry frustrated
MEAL_RETRIEVER,find my tuesday meal plan now i am waiting,Angry impatient
MEAL_RETRIEVER,stop making me search for it just show my history,Angry lazy
MEAL_RETRIEVER,why did you delete my recipe bring it back,Angry accusatory
MEAL_RETRIEVER,i just want to see yesterday's lunch is that so hard,Frustrated rhetorical
MEAL_RETRIEVER,📅 🍽️ ?,Emoji based
MEAL_RETRIEVER,⏮️ 🍔 show me,Emoji based
MEAL_RETRIEVER,👀 my past meals,Emoji based
MEAL_RETRIEVER,what was the exact caloric breakdown of my dinner on 10/12/2023,Highly specific past
MEAL_RETRIEVER,show me the macros of the meal i saved named 'bulk day 1',Specific saved item
MEAL_RETRIEVER,what time exactly did i log my breakfast on sunday,Timing retrieval
MEAL_RETRIEVER,pull up all meals tagged as 'vegan' from last year,Filtered retrieval
MEAL_RETRIEVER,what was the most frequent meal i ate in july,Statistical retrieval
MEAL_RETRIEVER,show me the ingredients list from the plan on the 15th,Cross tool past
MEAL_RETRIEVER,retrieve the notes i added to the spaghetti log,Metadata retrieval
MEAL_RETRIEVER,what was the lowest calorie day i had last week,Extremes retrieval
MEAL_RETRIEVER,show me my meal streak for last month,Gamification past
MEAL_RETRIEVER,what was the substitution i made in the salad last friday,Micro change retrieval
MEAL_RETRIEVER,pull up the meal plan but only show the snacks,Partial retrieval
MEAL_RETRIEVER,what was the name of the restaurant i logged a meal from on my anniversary,Location specific past
MEAL_RETRIEVER,show me the photo of the meal i uploaded last week,Media retrieval
MEAL_RETRIEVER,what was the rating i gave the chicken dish i saved,Feedback retrieval
MEAL_RETRIEVER,pull up the meal history that corresponds with my lowest weigh in,Cross reference past
MEAL_RETRIEVER,what did i eat the day i ran the marathon,Event specific past
MEAL_RETRIEVER,show me meals i ate when i was sick last winter,Condition specific past
MEAL_RETRIEVER,retrieve the recipe that my mom sent me that i saved here,Source specific
MEAL_RETRIEVER,what was the most expensive meal i logged,Financial past
MEAL_RETRIEVER,pull up the meal plan that failed terribly,Subjective past
MEAL_RETRIEVER,what did i eat the day the aliens landed,Sci fi troll
MEAL_RETRIEVER,show me my meals from the dark timeline,Multiverse troll
MEAL_RETRIEVER,retrieve the meal that erased my memory,Paradox troll
MEAL_RETRIEVER,what was i eating when the stock market crashed,Historical troll
MEAL_RETRIEVER,show me the meal that made me invincible for 10 seconds,Video game troll
MEAL_RETRIEVER,pull up the food i ate in my dreams last night,Dream troll
MEAL_RETRIEVER,what was the meal that caused the butterfly effect,Chaos theory troll
MEAL_RETRIEVER,retrieve the sandwich of destiny,Dramatic troll
MEAL_RETRIEVER,show me the last meal i will ever eat,Ominous troll
MEAL_RETRIEVER,what did i eat that turned me into a werewolf,Monster troll
CRAVING_ASSISTANT,how do i stop craving chocolate right now,Normal polite request
CRAVING_ASSISTANT,i really want a burger what should i do,Normal request
CRAVING_ASSISTANT,help me i am craving something super sweet,Normal assistance request
CRAVING_ASSISTANT,what can i eat when i want ice cream but am on a diet,Normal alternative
CRAVING_ASSISTANT,is there a way to stop wanting salty snacks,Normal query
CRAVING_ASSISTANT,i need a healthy way to satisfy a pizza craving,Normal constraint
CRAVING_ASSISTANT,how to beat the afternoon sugar slump,Normal condition
CRAVING_ASSISTANT,give me a distraction so i dont eat cookies,Normal behavioral request
CRAVING_ASSISTANT,what is a good substitute for potato chips right now,Normal alternative
CRAVING_ASSISTANT,im having massive cravings for fast food help,Normal urgent
CRAVING_ASSISTANT,why am i always craving cheese,Normal biological query
CRAVING_ASSISTANT,is drinking water going to stop my hunger pangs,Normal check
CRAVING_ASSISTANT,what can i chew on to stop wanting candy,Normal oral fixation
CRAVING_ASSISTANT,i want to binge eat pasta talk me out of it,Normal behavioral
CRAVING_ASSISTANT,give me a low calorie hack for a sweet tooth,Normal hack
CRAVING_ASSISTANT,bro im dying for a donut rn talk me down,Slang urgent
CRAVING_ASSISTANT,my sweet tooth is acting up bad today,Slang casual
CRAVING_ASSISTANT,im bout to destroy a whole cake help me,Slang aggressive
CRAVING_ASSISTANT,the munchies are hitting hard what do i do,Slang stoner
CRAVING_ASSISTANT,need to curb these cravings asap,Slang corporate
CRAVING_ASSISTANT,cravings got me down bad rn,Slang Gen Z
CRAVING_ASSISTANT,im craving heavily gimme a cheat code,Slang gaming
CRAVING_ASSISTANT,talk me out of this midnight snack run bro,Slang casual
CRAVING_ASSISTANT,need a dupe for oreos im losing my mind,Slang internet
CRAVING_ASSISTANT,brain says salad but heart says taco bell,Slang meme
CRAVING_ASSISTANT,hw do i stop cravng chcolate,Typo text speak
CRAVING_ASSISTANT,i rly want a berger hlp,Typo
CRAVING_ASSISTANT,hlp me craving suagr,Typo
CRAVING_ASSISTANT,substitut for icecreem,Typo
CRAVING_ASSISTANT,stopp wantng salty snax,Typo
CRAVING_ASSISTANT,helthy pizza cravng,Typo
CRAVING_ASSISTANT,beat the sugur slump,Typo
CRAVING_ASSISTANT,distract me frm cokies,Typo
CRAVING_ASSISTANT,alwais craving chese,Typo
CRAVING_ASSISTANT,i wana bing eat talk me out,Typo text speak
CRAVING_ASSISTANT,i am craving the sweet release of a nap but also a large fry,Chaotic mixed
CRAVING_ASSISTANT,if i eat one more piece of celery i will scream give me real sugar,Dramatic chaotic
CRAVING_ASSISTANT,i want to consume an entire bakery just by looking at it,Hyperbolic
CRAVING_ASSISTANT,talk me out of eating this decorative soap that looks like a cupcake,Weird urge
CRAVING_ASSISTANT,im craving chaos and maybe some nachos,Abstract troll
CRAVING_ASSISTANT,my stomach is growling louder than my alarm clock help me survive,Hyperbolic
CRAVING_ASSISTANT,is it legal to marry a jar of peanut butter because i want to,Absurd
CRAVING_ASSISTANT,i am literally shaking i need a french fry immediately,Dramatic urgent
CRAVING_ASSISTANT,how do i convince my brain that water is actually liquid chocolate,Jedi mind trick
CRAVING_ASSISTANT,i want to eat drywall why am i like this,Pica joke
CRAVING_ASSISTANT,want sugar.,Short
CRAVING_ASSISTANT,craving pizza.,Short
CRAVING_ASSISTANT,help hungry.,Short lazy
CRAVING_ASSISTANT,stop cravings.,Short command
CRAVING_ASSISTANT,need chips rn.,Short urgent
CRAVING_ASSISTANT,okay so its that time of the month and i literally cannot stop thinking about brownies and if i dont get a brownie in the next five minutes i am going to have a meltdown please tell me what to do,Long emotional
CRAVING_ASSISTANT,i walked past a cinnabon like three hours ago and the smell is still haunting my brain and i have a strict no sugar rule today how do i exorcise this demon from my head,Long specific
CRAVING_ASSISTANT,i am trying so hard to be good but my coworkers brought in donuts and they are sitting right next to my desk and staring at me what is the psychological trick to ignore them,Long environmental
CRAVING_ASSISTANT,so i ate my healthy dinner but my stomach is like an endless void and it specifically wants something deep fried and covered in cheese what healthy thing mimics that exact feeling,Long descriptive
